process,n,rep,lags,model_df,degrees_of_freedom,statistic,p_value,alpha,rejected
white_noise,100,101,20,0,20,14.966212182987801,0.7783376830555363,0.05,0
white_noise,100,102,20,0,20,35.17855459968161,0.019173664800734506,0.05,1
white_noise,100,103,20,0,20,17.862832619122027,0.5964437422946537,0.05,0
white_noise,100,104,20,0,20,12.941072477739423,0.8798980153861322,0.05,0
white_noise,100,105,20,0,20,13.089558048106879,0.8735085116833612,0.05,0
white_noise,100,106,20,0,20,9.922563975469814,0.9695544266293208,0.05,0
white_noise,100,107,20,0,20,17.76239277533776,0.6030571727383558,0.05,0
white_noise,100,108,20,0,20,17.251651138091084,0.6365776030379185,0.05,0
white_noise,100,109,20,0,20,16.637469200021343,0.6763731932354569,0.05,0
white_noise,100,110,20,0,20,20.278571057362317,0.4406294775894801,0.05,0
white_noise,100,111,20,0,20,12.456648019439221,0.8994626313740586,0.05,0
white_noise,100,112,20,0,20,17.514099450873278,0.6193828799720291,0.05,0
white_noise,100,113,20,0,20,24.61771680803345,0.21644935066608287,0.05,0
white_noise,100,114,20,0,20,12.98144148557509,0.8781788901308198,0.05,0
white_noise,100,115,20,0,20,22.36188396601091,0.32120102960042424,0.05,0
white_noise,100,116,20,0,20,22.93789792766291,0.2918541697495152,0.05,0
white_noise,100,117,20,0,20,18.413695793483374,0.5601762013166975,0.05,0
white_noise,100,118,20,0,20,15.390615892854955,0.7536372904895887,0.05,0
white_noise,100,119,20,0,20,23.01786565335558,0.2879181485886779,0.05,0
white_noise,100,120,20,0,20,17.00911784502191,0.6523815179784278,0.05,0
white_noise,100,121,20,0,20,15.073961045908659,0.7721600094479233,0.05,0
white_noise,100,122,20,0,20,14.138358341923182,0.8234120967463465,0.05,0
white_noise,100,123,20,0,20,14.698793940974534,0.7933754296302634,0.05,0
white_noise,100,124,20,0,20,27.56873076460878,0.12000793435831633,0.05,0
white_noise,100,125,20,0,20,19.345974199048424,0.4994503294451549,0.05,0
white_noise,100,126,20,0,20,47.84892262361861,0.00044665493351986915,0.05,1
white_noise,100,127,20,0,20,23.870254772774157,0.24810567327133262,0.05,0
white_noise,100,128,20,0,20,23.530287877581415,0.2635120922582274,0.05,0
white_noise,100,129,20,0,20,18.240054480967096,0.5715981685875771,0.05,0
white_noise,100,130,20,0,20,19.5840994008686,0.4842014659325531,0.05,0
white_noise,100,131,20,0,20,9.325553506854181,0.9788205749185825,0.05,0
white_noise,100,132,20,0,20,8.948476286327992,0.983496379556,0.05,0
white_noise,100,133,20,0,20,11.35389909689782,0.9365234586638049,0.05,0
white_noise,100,134,20,0,20,15.51751724422924,0.7460694609006233,0.05,0
white_noise,100,135,20,0,20,16.509461839818194,0.6845578493572609,0.05,0
white_noise,100,136,20,0,20,19.67877378399351,0.47817833325931436,0.05,0
white_noise,100,137,20,0,20,17.58481060348277,0.6147379489388316,0.05,0
white_noise,100,138,20,0,20,25.118124443068943,0.1969492759430405,0.05,0
white_noise,100,139,20,0,20,11.008944802300274,0.9459902354069933,0.05,0
white_noise,100,140,20,0,20,15.932917618005913,0.7207771246246842,0.05,0
white_noise,100,141,20,0,20,14.307002637113126,0.8145952742030235,0.05,0
white_noise,100,142,20,0,20,19.858211994885824,0.46683010540851866,0.05,0
white_noise,100,143,20,0,20,23.89556106476164,0.24698406088810967,0.05,0
white_noise,100,144,20,0,20,31.924464036450928,0.04410987139555995,0.05,1
white_noise,100,145,20,0,20,33.170964435785415,0.03231125255389424,0.05,1
white_noise,100,146,20,0,20,16.850781213881458,0.6626407242058812,0.05,0
white_noise,100,147,20,0,20,25.49505007744562,0.18314362900206632,0.05,0
white_noise,100,148,20,0,20,14.04378849158873,0.8282688324958393,0.05,0
white_noise,100,149,20,0,20,19.71464523833083,0.4759024892494681,0.05,0
white_noise,100,150,20,0,20,14.601824182963508,0.7987200307581901,0.05,0
white_noise,100,151,20,0,20,7.991651110670091,0.991922846136906,0.05,0
white_noise,100,152,20,0,20,18.337235442494492,0.5652034920508798,0.05,0
white_noise,100,153,20,0,20,26.95798831516929,0.1364501056947515,0.05,0
white_noise,100,154,20,0,20,25.652239763377413,0.17760691679880714,0.05,0
white_noise,100,155,20,0,20,25.036086948485842,0.20005399610529037,0.05,0
white_noise,100,156,20,0,20,22.728865694478607,0.30230309846219444,0.05,0
white_noise,100,157,20,0,20,32.48261679924725,0.038419535689593595,0.05,1
white_noise,100,158,20,0,20,13.406163351824407,0.859285357737398,0.05,0
white_noise,100,159,20,0,20,15.386829840957718,0.7538618482457884,0.05,0
white_noise,100,160,20,0,20,17.823925528609095,0.599005973844027,0.05,0
white_noise,100,161,20,0,20,28.184092954342308,0.10511263116187464,0.05,0
white_noise,100,162,20,0,20,30.80828647671024,0.0577727962155914,0.05,0
white_noise,100,163,20,0,20,12.963264747103617,0.8789546209457194,0.05,0
white_noise,100,164,20,0,20,30.519930290308725,0.061855638245610294,0.05,0
white_noise,100,165,20,0,20,23.500794799552484,0.26487830073979723,0.05,0
white_noise,100,166,20,0,20,13.372286434784698,0.8608456506892338,0.05,0
white_noise,100,167,20,0,20,21.75781495943304,0.3537955642007623,0.05,0
white_noise,100,168,20,0,20,21.840273268191066,0.349240391941242,0.05,0
white_noise,100,169,20,0,20,27.48953600178799,0.12204447473562052,0.05,0
white_noise,100,170,20,0,20,14.139208330624193,0.8233681566782926,0.05,0
white_noise,100,171,20,0,20,14.353456123226563,0.8121322835863289,0.05,0
white_noise,100,172,20,0,20,20.986318194725243,0.39793830045838774,0.05,0
white_noise,100,173,20,0,20,17.494938255508732,0.6206408000315868,0.05,0
white_noise,100,174,20,0,20,22.703004579518648,0.30361184972395966,0.05,0
white_noise,100,175,20,0,20,19.780775725777367,0.47171622171180727,0.05,0
white_noise,100,176,20,0,20,23.695285896120495,0.25595615314751896,0.05,0
white_noise,100,177,20,0,20,19.38010503929321,0.49725644025853766,0.05,0
white_noise,100,178,20,0,20,22.149116622082627,0.332474311142113,0.05,0
white_noise,100,179,20,0,20,24.623538452636986,0.2162147261339843,0.05,0
white_noise,100,180,20,0,20,38.01087704103299,0.008828526614003742,0.05,1
white_noise,100,181,20,0,20,21.26027977379671,0.38195758126901647,0.05,0
white_noise,100,182,20,0,20,19.24775033904146,0.505778378805238,0.05,0
white_noise,100,183,20,0,20,20.653280344703013,0.4177866778331849,0.05,0
white_noise,100,184,20,0,20,12.556846129100157,0.8955785481106159,0.05,0
white_noise,100,185,20,0,20,20.631789973710593,0.41908259881607135,0.05,0
white_noise,100,186,20,0,20,18.0268288457193,0.5856408243479836,0.05,0
white_noise,100,187,20,0,20,21.78925673688403,0.35205479455219557,0.05,0
white_noise,100,188,20,0,20,11.558660657780935,0.9304296577039245,0.05,0
white_noise,100,189,20,0,20,22.33681593513238,0.32251728909812666,0.05,0
white_noise,100,190,20,0,20,16.340038483248296,0.695317394868946,0.05,0
white_noise,100,191,20,0,20,15.430798163415446,0.7512495828532118,0.05,0
white_noise,100,192,20,0,20,30.33526512117548,0.0646002557859052,0.05,0
white_noise,100,193,20,0,20,27.096045318581748,0.1325833948527941,0.05,0
white_noise,100,194,20,0,20,17.13701912563074,0.6440593302683078,0.05,0
white_noise,100,195,20,0,20,28.217692049027047,0.10434547336755678,0.05,0
white_noise,100,196,20,0,20,30.12557024187981,0.06784436222631858,0.05,0
white_noise,100,197,20,0,20,25.038663820383007,0.19995592703421003,0.05,0
white_noise,100,198,20,0,20,26.721971149930432,0.14326889777033697,0.05,0
white_noise,100,199,20,0,20,32.33207262358685,0.039885904669469154,0.05,1
white_noise,300,0,20,0,20,14.236661991281258,0.8182967041305493,0.05,0
white_noise,300,1,20,0,20,30.188642084255243,0.06685410202447818,0.05,0
white_noise,300,2,20,0,20,24.75968790522257,0.21077992543445342,0.05,0
white_noise,300,3,20,0,20,20.644824969043416,0.4182963445448953,0.05,0
white_noise,300,4,20,0,20,33.47738724129499,0.029885111437379725,0.05,1
white_noise,300,5,20,0,20,31.646409577040394,0.04721481666331665,0.05,1
white_noise,300,6,20,0,20,30.88069340860606,0.056785328698182286,0.05,0
white_noise,300,7,20,0,20,33.66814379613819,0.028459184438850867,0.05,1
white_noise,300,8,20,0,20,20.742995664671923,0.412396052799902,0.05,0
white_noise,300,9,20,0,20,22.504124612797728,0.31379339209100854,0.05,0
white_noise,300,10,20,0,20,28.354434878858196,0.1012710694997785,0.05,0
white_noise,300,11,20,0,20,17.78481244084765,0.6015812748744462,0.05,0
white_noise,300,12,20,0,20,16.914808256672924,0.6584983916806276,0.05,0
white_noise,300,13,20,0,20,31.325391379020196,0.05103869354407453,0.05,0
white_noise,300,14,20,0,20,31.516321770599077,0.04873276409238898,0.05,1
white_noise,300,15,20,0,20,24.39644638876819,0.22550338059412936,0.05,0
white_noise,300,16,20,0,20,21.227054396189676,0.38387832020619017,0.05,0
white_noise,300,17,20,0,20,18.16962374182839,0.5762352833368186,0.05,0
white_noise,300,18,20,0,20,23.31064619173451,0.2737998163318507,0.05,0
white_noise,300,19,20,0,20,18.446874656153703,0.557995978396483,0.05,0
white_noise,300,20,20,0,20,15.314748973789753,0.7581232156571607,0.05,0
white_noise,300,21,20,0,20,17.086929388190956,0.6473219575819451,0.05,0
white_noise,300,22,20,0,20,15.396890725350026,0.7532649598559961,0.05,0
white_noise,300,23,20,0,20,20.917429646722205,0.40200691868802085,0.05,0
white_noise,300,24,20,0,20,14.130376799545049,0.8238244527421934,0.05,0
white_noise,300,25,20,0,20,34.251828472937056,0.024470793205426694,0.05,1
white_noise,300,26,20,0,20,12.02409717861587,0.9152440780372879,0.05,0
white_noise,300,27,20,0,20,21.460593262479968,0.3704821601414714,0.05,0
white_noise,300,28,20,0,20,19.553557795718834,0.486149492269187,0.05,0
white_noise,300,29,20,0,20,21.618937997769038,0.3615408124076588,0.05,0
white_noise,300,30,20,0,20,26.632606765272573,0.14592032075962755,0.05,0
white_noise,300,31,20,0,20,15.72310294558802,0.7336470535909279,0.05,0
white_noise,300,32,20,0,20,28.021812406120826,0.10888402923523745,0.05,0
white_noise,300,33,20,0,20,22.345782581481036,0.32204610418192714,0.05,0
white_noise,300,34,20,0,20,10.73949462935255,0.9527003917305819,0.05,0
white_noise,300,35,20,0,20,19.4399409098944,0.4934167280752427,0.05,0
white_noise,300,36,20,0,20,22.680115159129066,0.30477314132432876,0.05,0
white_noise,300,37,20,0,20,22.189972659559245,0.3302918401928806,0.05,0
white_noise,300,38,20,0,20,14.706655658949966,0.7929395377605627,0.05,0
white_noise,300,39,20,0,20,20.489516592294304,0.42770637228454056,0.05,0
white_noise,300,40,20,0,20,18.446755475055035,0.5580038083997665,0.05,0
white_noise,300,41,20,0,20,9.897614568399073,0.9699906888856321,0.05,0
white_noise,300,42,20,0,20,24.745546273501187,0.21133976572762775,0.05,0
white_noise,300,43,20,0,20,23.69670546142224,0.2558917885644505,0.05,0
white_noise,300,44,20,0,20,20.71242567010045,0.4142293334254544,0.05,0
white_noise,300,45,20,0,20,13.405541348200124,0.8593140877596034,0.05,0
white_noise,300,46,20,0,20,16.99826971412718,0.6530860101131364,0.05,0
white_noise,300,47,20,0,20,21.69811375322051,0.35711392199766734,0.05,0
white_noise,300,48,20,0,20,14.678350119897871,0.7945071318516402,0.05,0
white_noise,300,49,20,0,20,14.929314744811311,0.7804378452965839,0.05,0
white_noise,300,50,20,0,20,22.85106929272258,0.29616640973775993,0.05,0
white_noise,300,51,20,0,20,20.80847133320758,0.4084819722033839,0.05,0
white_noise,300,52,20,0,20,13.73664981689035,0.8435934050027407,0.05,0
white_noise,300,53,20,0,20,24.708542804010342,0.21280977458508019,0.05,0
white_noise,300,54,20,0,20,20.018010823121703,0.4568035556317114,0.05,0
white_noise,300,55,20,0,20,28.705045996195228,0.09373161705682384,0.05,0
white_noise,300,56,20,0,20,18.0755910121839,0.5824286046916947,0.05,0
white_noise,300,57,20,0,20,24.806476275316275,0.20893535591025802,0.05,0
white_noise,300,58,20,0,20,14.53518222050479,0.8023583987600742,0.05,0
white_noise,300,59,20,0,20,19.31365819781869,0.5015299660747927,0.05,0
white_noise,300,60,20,0,20,15.53881031813365,0.7447919690947644,0.05,0
white_noise,300,61,20,0,20,15.598948481899164,0.7411723561970581,0.05,0
white_noise,300,62,20,0,20,25.09298243193097,0.19789696011120966,0.05,0
white_noise,300,63,20,0,20,30.787318362650325,0.05806154248529877,0.05,0
white_noise,300,64,20,0,20,14.399146526861646,0.8096955317903323,0.05,0
white_noise,300,65,20,0,20,20.58923628150912,0.4216539232332349,0.05,0
white_noise,300,66,20,0,20,18.599383307709964,0.5479866868144517,0.05,0
white_noise,300,67,20,0,20,25.369353225799326,0.18766413179828095,0.05,0
white_noise,300,68,20,0,20,22.614252075470954,0.308129998726195,0.05,0
white_noise,300,69,20,0,20,28.741543604396274,0.09297456442121663,0.05,0
white_noise,300,70,20,0,20,20.3702278965109,0.43499477104653217,0.05,0
white_noise,300,71,20,0,20,18.990433700333835,0.5224479219034102,0.05,0
white_noise,300,72,20,0,20,14.533831038621788,0.8024318713685592,0.05,0
white_noise,300,73,20,0,20,19.295509107300216,0.502698923294884,0.05,0
white_noise,300,74,20,0,20,14.576151610590312,0.8001250234391213,0.05,0
white_noise,300,75,20,0,20,12.694380089167687,0.8901084088950388,0.05,0
white_noise,300,76,20,0,20,21.396137299128775,0.37415489935546087,0.05,0
white_noise,300,77,20,0,20,27.694527245474745,0.11683005631224747,0.05,0
white_noise,300,78,20,0,20,14.137196094458895,0.8234721707401368,0.05,0
white_noise,300,79,20,0,20,19.47055932729216,0.49145518950904765,0.05,0
white_noise,300,80,20,0,20,15.655328850538805,0.7377636601215276,0.05,0
white_noise,300,81,20,0,20,22.96870992829624,0.2903335624814907,0.05,0
white_noise,300,82,20,0,20,24.959022375149665,0.20300330364706995,0.05,0
white_noise,300,83,20,0,20,25.148689882860285,0.19580170368722544,0.05,0
white_noise,300,84,20,0,20,9.680021570479633,0.9736098642887643,0.05,0
white_noise,300,85,20,0,20,16.567555248690546,0.6808490139589046,0.05,0
white_noise,300,86,20,0,20,7.264129653251225,0.9957245662228263,0.05,0
white_noise,300,87,20,0,20,17.285972040762243,0.6343338123160223,0.05,0
white_noise,300,88,20,0,20,26.882364320913936,0.13860614793357265,0.05,0
white_noise,300,89,20,0,20,16.054042549143087,0.7132659311519244,0.05,0
white_noise,300,90,20,0,20,12.150330804152125,0.910804493985102,0.05,0
white_noise,300,91,20,0,20,8.988695713850626,0.9830378269899299,0.05,0
white_noise,300,92,20,0,20,15.490209875518868,0.7477045999519352,0.05,0
white_noise,300,93,20,0,20,16.738780885253295,0.669864730359125,0.05,0
white_noise,300,94,20,0,20,14.151923071305456,0.8227102614169224,0.05,0
white_noise,300,95,20,0,20,18.16544501674025,0.5765104619979977,0.05,0
white_noise,300,96,20,0,20,17.247149626772714,0.636871775266633,0.05,0
white_noise,300,97,20,0,20,10.734859063755728,0.95281067315927,0.05,0
white_noise,300,98,20,0,20,25.04037582473543,0.19989079221722297,0.05,0
white_noise,300,99,20,0,20,22.001828430750443,0.3404114350228933,0.05,0
white_noise,300,100,20,0,20,18.95485624552928,0.5247621424188194,0.05,0
white_noise,300,101,20,0,20,17.936333693523064,0.5916023629650469,0.05,0
white_noise,300,102,20,0,20,38.44289345566046,0.00781435753022913,0.05,1
white_noise,300,103,20,0,20,26.81857798348529,0.1404457641329188,0.05,0
white_noise,300,104,20,0,20,14.945446096157715,0.7795206397981496,0.05,0
white_noise,300,105,20,0,20,11.968344563254163,0.9171612279553203,0.05,0
white_noise,300,106,20,0,20,20.304942276092174,0.439005257739411,0.05,0
white_noise,300,107,20,0,20,19.66439050566995,0.4790918544862247,0.05,0
white_noise,300,108,20,0,20,24.16651084927164,0.23519429129783098,0.05,0
white_noise,300,109,20,0,20,11.287635020360765,0.9384194041728463,0.05,0
white_noise,300,110,20,0,20,14.425610489497924,0.8082777668323091,0.05,0
white_noise,300,111,20,0,20,23.88466363862534,0.2474666224101676,0.05,0
white_noise,300,112,20,0,20,12.959957954039744,0.8790954514837869,0.05,0
white_noise,300,113,20,0,20,27.45087707330948,0.12304877844867286,0.05,0
white_noise,300,114,20,0,20,15.44419213840999,0.7504519033688395,0.05,0
white_noise,300,115,20,0,20,28.080278291947774,0.10751259441520992,0.05,0
white_noise,300,116,20,0,20,17.900315395048448,0.5939749458541945,0.05,0
white_noise,300,117,20,0,20,13.435858041071477,0.8579102174009464,0.05,0
white_noise,300,118,20,0,20,13.407357643461138,0.8592301854476128,0.05,0
white_noise,300,119,20,0,20,28.954351088102126,0.08866209438507881,0.05,0
white_noise,300,120,20,0,20,19.080800933548822,0.5165795808876821,0.05,0
white_noise,300,121,20,0,20,27.61262792967858,0.11889108197615855,0.05,0
white_noise,300,122,20,0,20,20.009391910466196,0.4573423414638237,0.05,0
white_noise,300,123,20,0,20,17.34311940254407,0.6305942090754117,0.05,0
white_noise,300,124,20,0,20,13.157217095392637,0.8705370672641469,0.05,0
white_noise,300,125,20,0,20,22.833666948280374,0.2970354855431779,0.05,0
white_noise,300,126,20,0,20,29.883035987010466,0.07177119411081494,0.05,0
white_noise,300,127,20,0,20,16.800168499735552,0.6659088272930169,0.05,0
white_noise,300,128,20,0,20,11.577630258000461,0.9298470475461672,0.05,0
white_noise,300,129,20,0,20,15.908049052335125,0.7223121112787382,0.05,0
white_noise,300,130,20,0,20,22.742497477266568,0.30161465081025823,0.05,0
white_noise,300,131,20,0,20,16.833762892771546,0.6637402533889856,0.05,0
white_noise,300,132,20,0,20,17.523321704052133,0.6187773249924766,0.05,0
white_noise,300,133,20,0,20,21.340464582119772,0.3773423318818344,0.05,0
white_noise,300,134,20,0,20,32.5360513691056,0.03791076518951428,0.05,1
white_noise,300,135,20,0,20,9.356718500175248,0.9783951711250347,0.05,0
white_noise,300,136,20,0,20,11.931350182227616,0.9184185821661014,0.05,0
white_noise,300,137,20,0,20,30.78508235671059,0.058092408198909186,0.05,0
white_noise,300,138,20,0,20,34.94583116759435,0.020394680341410544,0.05,1
white_noise,300,139,20,0,20,18.677540001572247,0.54286632776046,0.05,0
white_noise,300,140,20,0,20,12.391044994168096,0.9019593003366759,0.05,0
white_noise,300,141,20,0,20,13.461065063682145,0.8567374403777019,0.05,0
white_noise,300,142,20,0,20,13.503842540579187,0.8547357620408773,0.05,0
white_noise,300,143,20,0,20,16.76268788331499,0.6683251915087571,0.05,0
white_noise,300,144,20,0,20,23.221460262191396,0.27805166690904864,0.05,0
white_noise,300,145,20,0,20,11.80562349048177,0.9226037637891757,0.05,0
white_noise,300,146,20,0,20,24.131790982827518,0.23668265945753325,0.05,0
white_noise,300,147,20,0,20,16.4913846340731,0.6857099820601322,0.05,0
white_noise,300,148,20,0,20,24.60576239547905,0.21693171447094475,0.05,0
white_noise,300,149,20,0,20,22.84504251322329,0.2964672065869024,0.05,0
white_noise,300,150,20,0,20,16.873319254397334,0.6611835931675455,0.05,0
white_noise,300,151,20,0,20,17.958946630717527,0.5901127296777698,0.05,0
white_noise,300,152,20,0,20,15.078841034991646,0.7718786664628144,0.05,0
white_noise,300,153,20,0,20,18.426311852808997,0.5593470857053892,0.05,0
white_noise,300,154,20,0,20,22.600506068560918,0.3088334523984627,0.05,0
white_noise,300,155,20,0,20,20.434778184833302,0.4310444022190072,0.05,0
white_noise,300,156,20,0,20,17.23656264137159,0.6375635169223473,0.05,0
white_noise,300,157,20,0,20,19.48141802957013,0.4907600798823005,0.05,0
white_noise,300,158,20,0,20,21.789188562386247,0.35205856388953805,0.05,0
white_noise,300,159,20,0,20,28.554728660702736,0.09690433444448096,0.05,0
white_noise,300,160,20,0,20,37.15081677570836,0.011224104694140664,0.05,1
white_noise,300,161,20,0,20,12.222470547785282,0.9082058484115627,0.05,0
white_noise,300,162,20,0,20,32.21428670681965,0.04106781455178286,0.05,1
white_noise,300,163,20,0,20,18.526227671780184,0.5527852677282342,0.05,0
white_noise,300,164,20,0,20,29.752238735744275,0.07396898325302337,0.05,0
white_noise,300,165,20,0,20,18.350738850743255,0.5643153595560659,0.05,0
white_noise,300,166,20,0,20,11.3833186608277,0.9356698135462307,0.05,0
